MONTOAPROBADO;CALIFICACION_TOTAL;INGRESONETOCLIENTE;TUVOMORA
1446602;649;0;0
1446602;657;0;0
1446602;657;91500;1
1446602;671;-40000;1
1446602;675;-40000;1
1446602;677;91500;0
1446602;689;-10000;0
1446602;693;0;1
1446602;694;20000;1
1446602;711;150000;1
1446602;715;24000;0
1446602;715;91500;1
1446602;722;-10000;0
1446602;731;0;1
1449000;705;-550000;1
1449000;781;-550000;1
1450000;625;0;0
1450000;670;42000;0
1450000;679;75000;1
1450000;687;0;1
1450000;697;68200;1
1450000;706;0;1
1450000;713;144200;1
1450000;717;0;1
1450000;717;68200;1
1450000;732;144200;1
1450000;747;110000;0
1450000;753;110000;0
1450972;637;76000;0
1450980;721;26000;1
1451456;674;0;0
1451456;675;0;0
1453659;662;127000;1
1453659;662;222000;1
1455340;619;0;1
1455340;623;0;1
1455340;637;0;1
1455340;660;-61400;1
1455340;664;0;1
1455340;686;-75800;1
1455340;690;-15200;1
1455340;693;0;0
1455340;695;86600;1
1455340;697;-15200;1
1456311;592;34900;1
1456311;599;0;1
1456311;607;0;0
1456311;607;0;1
1456311;610;0;1
1456311;611;95900;1
1456311;611;114000;1
1456311;613;0;0
1456311;619;46000;0
1456311;619;0;1
1456311;619;74500;1
1456311;619;96000;0
1456311;623;36800;1
1456311;625;0;0
1456311;625;0;1
1456311;625;109200;1
1456311;631;0;0
1456311;631;0;1
1456311;631;87600;1
1456311;633;0;1
1456311;636;0;1
1456311;637;0;0
1456311;637;-26000;1
1456311;637;82000;0
1456311;637;173000;1
1456311;638;0;1
1456311;642;0;1
1456311;645;26000;1
1456311;645;173000;1
1456311;646;0;1
1456311;648;0;1
1456311;650;56400;1
1456311;651;0;0
1456311;651;0;1
1456311;651;33000;1
1456311;654;0;0
1456311;656;82000;0
1456311;657;69200;0
1456311;657;37000;1
1456311;657;82000;0
1456311;657;97900;1
1456311;659;-51100;1
1456311;660;0;0
1456311;660;0;1
1456311;660;82000;0
1456311;661;0;1
1456311;662;0;0
1456311;662;0;1
1456311;662;70900;1
1456311;664;0;1
1456311;665;0;0
1456311;665;79000;1
1456311;666;0;1
1456311;667;15100;1
1456311;668;-26000;1
1456311;669;0;1
1456311;669;82000;0
1456311;669;97900;1
1456311;670;10000;1
1456311;670;114500;1
1456311;672;0;0
1456311;672;118000;1
1456311;672;241400;1
1456311;672;164000;1
1456311;674;0;1
1456311;675;0;0
1456311;675;0;1
1456311;675;-67000;1
1456311;675;35000;1
1456311;676;0;1
1456311;676;54000;0
1456311;676;55000;1
1456311;677;-102000;1
1456311;678;0;0
1456311;678;0;1
1456311;678;31800;0
1456311;679;0;0
1456311;679;0;1
1456311;679;79000;1
1456311;680;0;0
1456311;680;0;1
1456311;681;0;1
1456311;682;40000;0
1456311;682;122000;1
1456311;682;-22000;1
1456311;683;0;1
1456311;685;54000;0
1456311;686;-85000;0
1456311;686;273300;1
1456311;686;-27800;1
1456311;686;37000;1
1456311;687;0;0
1456311;687;0;1
1456311;687;240000;1
1456311;688;0;1
1456311;689;0;0
1456311;689;54000;1
1456311;690;0;1
1456311;690;33500;1
1456311;692;0;0
1456311;692;84400;1
1456311;693;0;0
1456311;693;54000;1
1456311;693;94600;1
1456311;694;0;0
1456311;694;170000;1
1456311;695;0;0
1456311;695;70000;1
1456311;696;63000;1
1456311;696;279000;1
1456311;697;40000;1
1456311;697;121500;0
1456311;697;195000;1
1456311;698;-126000;0
1456311;698;0;1
1456311;698;-174800;1
1456311;699;200;1
1456311;700;0;1
1456311;700;129000;1
1456311;700;138100;1
1456311;701;-7000;1
1456311;701;70000;1
1456311;701;94600;1
1456311;702;-17800;1
1456311;703;80000;0
1456311;703;155000;1
1456311;704;0;1
1456311;705;0;0
1456311;705;60000;1
1456311;706;0;0
1456311;706;40400;1
1456311;707;0;0
1456311;707;-7000;1
1456311;707;121000;1
1456311;708;130000;1
1456311;709;0;0
1456311;710;0;1
1456311;711;0;0
1456311;712;0;1
1456311;713;0;0
1456311;713;5400;1
1456311;713;54100;1
1456311;714;0;0
1456311;715;25000;1
1456311;715;33000;1
1456311;717;0;0
1456311;717;-85000;1
1456311;718;118100;1
1456311;719;0;1
1456311;719;30700;1
1456311;720;-85000;1
1456311;721;0;0
1456311;721;0;1
1456311;721;-2000;1
1456311;721;121500;0
1456311;723;195000;1
1456311;724;0;1
1456311;725;36500;1
1456311;727;-2000;1
1456311;729;0;0
1456311;729;0;1
1456311;729;200;1
1456311;730;55000;1
1456311;730;37000;1
1456311;731;0;1
1456311;731;62000;1
1456311;732;0;1
1456311;732;323900;1
1456311;733;0;0
1456311;733;0;1
1456311;737;69200;0
1456311;739;-2000;1
1456311;739;100000;1
1456311;740;0;1
1456311;741;44000;1
1456311;743;30000;1
1456311;743;37000;1
1456311;748;-103800;1
1456311;749;168000;1
1456311;751;56000;1
1456311;753;279000;1
1456311;755;240800;1
1456311;758;279000;1
1456311;759;-17600;1
1456311;761;25000;1
1456311;763;70000;1
1456311;766;323900;1
1456311;777;80000;0
1456311;777;-17600;1
1456311;780;56000;1
1457000;740;-40800;1
1457000;770;-40800;1
1458738;714;-22800;0
1460000;682;120000;1
1460000;693;0;1
1460000;707;32050;1
1460000;713;32050;1
1460000;719;32050;1
1460000;725;0;1
1463415;686;78000;1
1463415;690;-31800;1
1463415;711;-31800;1
1463415;711;96000;1
1463415;721;28000;1
1463415;726;-5000;1
1465000;753;-16000;1
1465000;829;-16000;1
1465980;767;110800;1
1465980;786;110800;1
1466019;658;0;1
1466019;684;0;1
1468000;722;90000;1
1468000;766;90000;1
1468447;638;0;0
1470000;687;298500;1
1470000;701;298500;1
1470000;703;152100;1
1470000;722;-20000;1
1470000;725;-20000;1
1470000;758;76100;1
1470000;767;76100;1
1470000;770;152100;1
1470588;666;-65800;1
1470588;672;69000;1
1470588;677;95500;1
1470588;678;-14000;1
1470588;685;-39800;1
1470588;690;3000;1
1470588;691;-39800;1
1470588;699;40000;1
1470588;699;95500;1
1470588;703;-39800;1
1470588;707;78000;1
1470588;721;67300;1
1470588;721;49000;1
1470588;728;78000;1
1470588;732;112000;1
1470588;739;112000;1
1470588;743;49000;1
1470588;759;102000;1
1470588;815;1431500;1
1470588;834;1431500;1
1470588;857;1482000;1
1470588;860;17000;1
1470874;750;59000;1
1471000;715;89500;1
1471000;735;89500;1
1471000;740;89500;1
1473171;713;-50300;1
1475000;753;112300;1
1475000;804;112300;1
1475728;672;170000;1
1478300;722;68500;1
1478300;734;68500;1
1478300;740;68500;1
1479000;842;102400;1
1479000;886;102400;1
1480000;643;21500;1
1480000;687;0;0
1480000;694;21500;1
1480000;834;40000;1
1481000;706;865000;1
1481000;772;865000;1
1482200;696;102000;0
1483010;619;0;0
1483010;631;0;0
1483010;633;48400;0
1483010;637;-151600;0
1483010;638;0;0
1483010;651;0;0
1483010;654;40000;0
1483010;657;0;0
1483010;668;0;0
1483010;669;0;0
1483010;671;0;0
1483010;672;0;0
1483010;674;0;0
1483010;681;0;0
1483010;683;0;0
1483010;684;0;0
1483010;685;0;0
1483010;686;0;0
1483010;687;0;0
1483010;688;0;0
1483010;690;247000;0
1483010;693;48400;0
1483010;696;0;0
1483010;696;247000;0
1483010;700;0;0
1483010;703;0;0
1483010;704;56000;0
1483010;705;80400;0
1483010;707;0;0
1483010;721;37900;0
1483010;724;0;0
1483010;727;0;0
1483010;734;80400;0
1483010;739;0;0
1483010;742;37900;0
1483010;745;51500;0
1483010;745;247000;0
1483010;767;56000;0
1485098;778;-66000;1
1485098;780;-66000;1
1485437;573;199200;1
1485437;631;40500;1
1485437;631;180000;1
1485437;633;94800;1
1485437;650;79000;1
1485437;651;95000;1
1485437;655;-24800;1
1485437;657;95000;1
1485437;660;-32000;1
1485437;660;16000;0
1485437;661;70000;0
1485437;668;24000;0
1485437;669;100000;1
1485437;669;115000;1
1485437;670;98600;1
1485437;671;94800;1
1485437;672;-59900;1
1485437;672;104000;1
1485437;673;167500;1
1485437;676;179600;1
1485437;677;106000;1
1485437;678;-9700;1
1485437;684;75000;0
1485437;686;-21800;1
1485437;686;150000;1
1485437;694;-26500;1
1485437;697;190000;1
1485437;697;-44000;1
1485437;697;-128000;1
1485437;701;96000;1
1485437;702;20000;1
1485437;703;-57500;1
1485437;703;-128000;1
1485437;705;58000;1
1485437;711;-73300;1
1485437;711;40000;1
1485437;711;183000;1
1485437;717;-44000;1
1485437;720;-73300;1
1485437;723;-35459;1
1485437;724;20000;1
1485437;726;96000;1
1485437;729;95000;0
1485437;749;494000;1
1485437;758;-57500;1
1485437;770;106000;1
1485437;786;183000;1
1485437;807;79000;0
1485437;819;20000;1
1485922;694;0;0
1485922;700;0;0
1487864;655;0;0
1487864;670;0;0
1487864;677;0;0
1487864;685;0;0
1487864;718;0;0
1487864;727;229000;0
1487864;746;229000;0
1490000;726;-18300;1
1490000;762;-18300;1
1490196;703;58000;0
1490196;733;52500;1
1490196;752;100000;1
1490196;753;98000;1
1490777;659;0;0
1492683;668;99400;1
1492683;731;86000;0
1492683;733;-28000;1
1492683;735;68500;1
1492683;869;34000;0
1492718;613;0;0
1492718;619;92100;1
1492718;648;-92500;1
1492718;659;83000;1
1492718;663;61500;0
1492718;663;-92500;1
1492718;676;61500;0
1492718;686;0;0
1492718;692;-134800;1
1495000;811;59000;1
1495000;842;59000;1
1495146;608;92000;0
1495146;619;151000;0
1495146;625;0;1
1495146;631;98400;1
1495146;637;0;1
1495146;639;92000;0
1495146;655;92000;0
1495146;669;0;1
1495146;671;0;1
1495146;685;0;1
1495146;693;0;1
1495146;705;0;1
1495146;748;-80000;0
1497573;680;0;0
1497573;681;0;0
1497573;686;0;0
1497573;689;0;0
1497573;700;0;0
1497573;701;0;0
1497573;705;0;0
1497573;713;0;0
1500000;214;99000;1
1500000;222;40000;0
1500000;233;154800;1
1500000;236;154800;1
1500000;239;99000;1
1500000;240;870200;1
1500000;242;880000;1
1500000;246;61500;1
1500000;254;100000;1
1500000;257;61500;1
1500000;258;100000;1
1500000;259;129000;1
1500000;260;595700;1
1500000;260;133000;1
1500000;263;350000;1
1500000;265;90000;1
1500000;265;22300;1
1500000;266;-9800;1
1500000;266;80000;1
1500000;269;90000;1
1500000;272;72700;0
1500000;272;205000;1
1500000;272;65000;0
1500000;275;170000;1
1500000;275;80000;1
1500000;278;-9800;1
1500000;278;66100;1
1500000;279;105000;1
1500000;282;155000;1
1500000;284;90000;1
1500000;286;350000;1
1500000;287;184200;1
1500000;288;70200;1
1500000;295;185000;1
1500000;296;324200;1
1500000;297;68500;1
1500000;298;521000;1
1500000;298;70000;1
1500000;301;103400;1
1500000;302;382000;1
1500000;302;49500;1
1500000;304;-15000;1
1500000;305;100000;1
1500000;308;4767250;1
1500000;308;36500;1
1500000;310;71700;1
1500000;313;476200;1
1500000;314;316700;1
1500000;316;40000;0
1500000;316;260000;1
1500000;317;155000;1
1500000;317;66100;1
1500000;318;22300;1
1500000;319;660500;1
1500000;319;36500;1
1500000;320;443000;1
1500000;322;437700;1
1500000;322;-169800;1
1500000;322;53800;1
1500000;322;85000;1
1500000;325;315100;1
1500000;325;317000;1
1500000;326;40100;0
1500000;328;7217075;1
1500000;328;-169800;1
1500000;328;59000;1
1500000;328;65000;1
1500000;328;109900;1
1500000;328;145000;1
1500000;331;144200;1
1500000;332;51000;1
1500000;333;70200;1
1500000;334;486500;1
1500000;334;49500;1
1500000;334;39000;1
1500000;334;198500;1
1500000;336;92500;1
1500000;337;1067600;1
1500000;337;40000;1
1500000;338;144000;1
1500000;338;133000;1
1500000;339;-41050;1
1500000;340;2380300;1
1500000;340;-24500;1
1500000;340;691500;1
1500000;342;89000;1
1500000;343;70000;1
1500000;346;463000;1
1500000;346;317000;1
1500000;346;691500;1
1500000;347;161000;1
1500000;349;244000;1
1500000;350;155000;1
1500000;352;102400;1
1500000;352;65000;1
1500000;352;145000;1
1500000;355;95000;1
1500000;357;-10000;1
1500000;358;-29800;1
1500000;358;59000;1
1500000;359;173800;1
1500000;360;32000;1
1500000;362;103400;1
1500000;362;-24500;1
1500000;367;436000;1
1500000;367;39000;1
1500000;368;160000;1
1500000;369;184000;1
1500000;370;210000;1
1500000;372;277725;1
1500000;373;92500;1
1500000;373;36000;1
1500000;376;380000;1
1500000;379;291200;1
1500000;379;85000;1
1500000;381;95000;1
1500000;382;135000;1
1500000;382;61000;1
1500000;383;109900;1
1500000;384;57000;1
1500000;384;53800;1
1500000;385;286000;1
1500000;385;39000;1
1500000;385;350000;1
1500000;387;55000;1
1500000;388;-41050;1
1500000;389;350000;1
1500000;391;36000;1
1500000;394;67700;1
1500000;400;110000;1
1500000;408;188100;1
1500000;581;33000;1
1500000;587;0;1
1500000;593;72000;0
1500000;595;0;0
1500000;595;-30000;1
1500000;595;41000;1
1500000;596;0;1
1500000;599;0;0
1500000;599;0;1
1500000;601;101700;1
1500000;603;137700;1
1500000;605;0;1
1500000;607;0;0
1500000;607;0;1
1500000;610;0;0
1500000;610;0;1
1500000;610;130000;0
1500000;611;116000;0
1500000;613;0;0
1500000;613;0;1
1500000;617;0;0
1500000;617;153500;1
1500000;619;77100;1
1500000;619;23500;1
1500000;619;100000;0
1500000;619;110000;0
1500000;619;113148;1
1500000;619;86000;1
1500000;620;59000;1
1500000;621;68000;1
1500000;622;0;1
1500000;623;0;1
1500000;623;75500;1
1500000;625;0;1
1500000;625;97500;1
1500000;625;113000;0
1500000;625;86000;1
1500000;625;79000;1
1500000;627;95100;0
1500000;627;0;1
1500000;628;50000;1
1500000;628;50500;1
1500000;629;32000;0
1500000;630;0;1
1500000;630;77500;1
1500000;631;0;0
1500000;631;-24000;1
1500000;631;77500;1
1500000;631;77600;0
1500000;632;36000;1
1500000;633;66500;1
1500000;633;36000;0
1500000;633;36000;1
1500000;633;95000;0
1500000;634;0;1
1500000;637;0;0
1500000;637;3235;1
1500000;637;95000;0
1500000;637;93000;1
1500000;637;67000;1
1500000;637;86300;1
1500000;637;82500;1
1500000;637;165000;1
1500000;638;113000;0
1500000;639;16000;1
1500000;641;45000;0
1500000;641;41000;1
1500000;642;49300;0
1500000;642;0;1
1500000;642;85000;1
1500000;642;52800;1
1500000;643;0;0
1500000;643;153000;1
1500000;643;51000;1
1500000;644;0;0
1500000;644;32000;1
1500000;644;95000;0
1500000;645;157500;1
1500000;645;36000;1
1500000;645;67900;0
1500000;645;82500;1
1500000;645;78100;0
1500000;648;100000;0
1500000;648;62200;1
1500000;649;32000;0
1500000;650;96000;0
1500000;650;110000;1
1500000;651;0;0
1500000;651;60000;1
1500000;651;67000;1
1500000;651;74400;1
1500000;654;0;0
1500000;654;0;1
1500000;655;0;0
1500000;655;85000;1
1500000;655;96000;1
1500000;656;58000;1
1500000;656;67900;0
1500000;657;82000;0
1500000;657;131500;1
1500000;657;28400;1
1500000;657;93000;1
1500000;657;85000;1
1500000;657;86300;1
1500000;657;42700;1
1500000;657;96000;1
1500000;658;0;0
1500000;658;0;1
1500000;659;-40500;1
1500000;659;157000;1
1500000;659;193000;1
1500000;660;36300;1
1500000;660;120000;0
1500000;661;0;0
1500000;661;87300;1
1500000;661;90000;1
1500000;662;0;0
1500000;662;-31000;1
1500000;662;192500;1
1500000;662;349000;0
1500000;663;0;0
1500000;663;277200;1
1500000;663;87400;0
1500000;663;73900;1
1500000;664;0;1
1500000;664;-29800;1
1500000;664;125000;0
1500000;665;0;0
1500000;665;40000;0
1500000;665;68000;1
1500000;666;0;0
1500000;666;0;1
1500000;667;27500;0
1500000;668;0;1
1500000;668;12897;0
1500000;668;40000;1
1500000;668;43200;0
1500000;669;0;0
1500000;669;232400;1
1500000;669;13750;1
1500000;670;92000;0
1500000;670;-46765;1
1500000;670;39000;1
1500000;670;53000;1
1500000;670;119000;1
1500000;671;0;1
1500000;672;0;0
1500000;672;201000;1
1500000;672;-75300;1
1500000;672;44000;1
1500000;672;66900;1
1500000;672;36000;1
1500000;672;118000;1
1500000;672;201200;1
1500000;673;0;0
1500000;673;84700;1
1500000;674;0;0
1500000;674;0;1
1500000;674;23000;1
1500000;674;-98200;1
1500000;674;102600;0
1500000;675;178700;0
1500000;675;198000;1
1500000;675;92000;1
1500000;675;67000;1
1500000;675;90000;1
1500000;675;86000;1
1500000;676;0;1
1500000;677;50000;1
1500000;677;240000;1
1500000;677;298500;1
1500000;678;0;0
1500000;678;91500;1
1500000;678;86300;1
1500000;679;35500;0
1500000;679;451200;1
1500000;679;-37800;1
1500000;679;40000;1
1500000;679;70000;1
1500000;679;72000;1
1500000;679;87000;1
1500000;679;113000;0
1500000;680;66500;0
1500000;680;0;1
1500000;680;-37000;1
1500000;680;22500;1
1500000;680;11000;1
1500000;680;79000;1
1500000;681;-25000;0
1500000;681;236500;1
1500000;681;42000;1
1500000;681;28400;1
1500000;681;167000;0
1500000;682;0;1
1500000;682;-34800;1
1500000;682;39300;1
1500000;682;-5600;1
1500000;682;380000;1
1500000;683;100000;0
1500000;683;186900;1
1500000;683;-23300;1
1500000;683;-31700;0
1500000;683;58000;1
1500000;683;85000;1
1500000;683;29000;1
1500000;683;131000;1
1500000;684;0;0
1500000;684;23152;1
1500000;684;-31300;1
1500000;684;-66900;1
1500000;684;42000;1
1500000;684;25400;1
1500000;684;70000;1
1500000;684;138000;1
1500000;684;184000;0
1500000;684;237700;1
1500000;685;0;0
1500000;685;-31000;1
1500000;685;36000;0
1500000;685;455000;1
1500000;686;0;0
1500000;686;145000;1
1500000;686;19100;0
1500000;686;25400;1
1500000;686;-12500;0
1500000;686;53200;1
1500000;686;71300;1
1500000;686;-105800;1
1500000;686;45000;1
1500000;686;156000;0
1500000;686;152120;1
1500000;686;212800;1
1500000;686;264000;1
1500000;686;51000;1
1500000;686;232000;1
1500000;686;380000;0
1500000;687;98300;0
1500000;687;365000;1
1500000;687;26000;1
1500000;687;2224;1
1500000;687;78200;1
1500000;687;169600;1
1500000;688;0;0
1500000;688;170000;1
1500000;688;42000;1
1500000;688;58200;1
1500000;688;172600;1
1500000;688;-120500;1
1500000;689;-27500;1
1500000;689;-24300;1
1500000;689;63000;0
1500000;689;58500;1
1500000;690;0;1
1500000;690;56000;1
1500000;690;-6600;1
1500000;690;56000;1
1500000;691;72000;0
1500000;691;230500;1
1500000;691;-7800;1
1500000;691;-19600;1
1500000;691;782000;1
1500000;692;0;0
1500000;692;261500;1
1500000;692;-77500;1
1500000;692;144500;1
1500000;692;92800;1
1500000;692;122400;1
1500000;692;278000;1
1500000;693;175700;1
1500000;693;-22900;1
1500000;693;28000;1
1500000;693;-19600;1
1500000;693;44200;1
1500000;693;84000;0
1500000;693;105300;0
1500000;694;-20000;0
1500000;694;274800;1
1500000;694;-39000;1
1500000;694;42000;1
1500000;694;84000;1
1500000;695;154800;1
1500000;695;-263800;1
1500000;695;59800;1
1500000;695;91300;1
1500000;695;227000;1
1500000;695;298500;1
1500000;696;0;0
1500000;696;1664700;1
1500000;697;235000;0
1500000;697;107400;1
1500000;697;-16800;1
1500000;697;-28400;1
1500000;697;-49800;0
1500000;697;-30000;1
1500000;697;176000;1
1500000;697;129800;1
1500000;697;104400;1
1500000;698;131000;0
1500000;698;257500;1
1500000;698;51200;1
1500000;699;54600;0
1500000;699;60000;1
1500000;699;-58000;1
1500000;699;49500;1
1500000;699;70000;1
1500000;699;41600;0
1500000;699;87000;1
1500000;699;157000;1
1500000;700;0;0
1500000;700;-168300;1
1500000;700;61000;0
1500000;701;45000;0
1500000;701;-51000;1
1500000;701;45000;1
1500000;701;-25700;1
1500000;701;2224;1
1500000;701;60800;1
1500000;701;109500;1
1500000;702;192700;1
1500000;703;57600;1
1500000;703;-45000;0
1500000;703;-19300;1
1500000;703;85000;1
1500000;703;99000;1
1500000;703;79600;1
1500000;703;60800;1
1500000;703;79900;1
1500000;703;92800;1
1500000;703;320000;1
1500000;703;203000;1
1500000;703;721000;1
1500000;704;-98500;0
1500000;704;181700;1
1500000;704;-56800;1
1500000;704;133000;1
1500000;705;0;0
1500000;705;-40800;1
1500000;705;-334000;1
1500000;705;66900;1
1500000;706;0;0
1500000;706;63000;1
1500000;707;78300;0
1500000;707;1230800;1
1500000;707;65500;1
1500000;707;99000;1
1500000;707;134000;1
1500000;708;0;0
1500000;708;58000;1
1500000;708;36500;1
1500000;709;30000;0
1500000;709;207300;1
1500000;709;89100;1
1500000;709;114500;1
1500000;710;0;0
1500000;710;175900;1
1500000;710;6000;1
1500000;710;59800;1
1500000;710;455000;1
1500000;711;242800;0
1500000;711;842600;1
1500000;711;-127000;0
1500000;711;-12000;1
1500000;711;61000;0
1500000;711;69500;1
1500000;711;58000;1
1500000;711;80500;1
1500000;711;92000;1
1500000;711;74000;0
1500000;711;30900;1
1500000;712;0;0
1500000;712;32000;1
1500000;712;42000;1
1500000;713;0;0
1500000;713;249000;1
1500000;713;-18500;1
1500000;713;-58000;1
1500000;713;38000;1
1500000;713;37000;1
1500000;714;399000;0
1500000;714;169400;1
1500000;714;-25700;1
1500000;715;30000;0
1500000;715;215400;1
1500000;715;44000;1
1500000;715;80500;1
1500000;715;36000;1
1500000;715;95950;0
1500000;715;317000;1
1500000;716;0;0
1500000;716;556000;1
1500000;716;-127000;0
1500000;716;64000;1
1500000;716;95950;0
1500000;716;126900;1
1500000;717;245100;1
1500000;717;-18500;1
1500000;717;-28400;1
1500000;717;-43300;0
1500000;717;-49800;0
1500000;717;39000;1
1500000;717;31300;1
1500000;717;74000;0
1500000;717;86200;1
1500000;717;85200;1
1500000;717;80500;1
1500000;717;176000;1
1500000;717;172600;1
1500000;718;35000;0
1500000;718;84000;1
1500000;718;13500;1
1500000;719;182000;1
1500000;719;78200;1
1500000;720;164600;1
1500000;720;37000;0
1500000;720;89100;1
1500000;721;72000;1
1500000;721;16500;1
1500000;721;69700;1
1500000;721;154500;1
1500000;721;233000;1
1500000;721;721000;1
1500000;722;-7086600;1
1500000;722;-19300;1
1500000;722;62500;1
1500000;722;34300;1
1500000;722;44200;1
1500000;723;100000;1
1500000;723;-5000;1
1500000;724;0;0
1500000;724;2223000;1
1500000;724;13500;1
1500000;724;68500;1
1500000;724;56000;1
1500000;724;292000;1
1500000;725;112800;0
1500000;725;415800;1
1500000;725;-24300;1
1500000;725;65500;1
1500000;725;51200;1
1500000;725;91300;1
1500000;725;193000;1
1500000;726;321000;0
1500000;726;234000;1
1500000;726;45000;1
1500000;726;129800;1
1500000;726;197000;0
1500000;727;0;0
1500000;727;14000;1
1500000;727;-7800;1
1500000;727;43100;1
1500000;727;95500;1
1500000;727;240000;1
1500000;727;227000;1
1500000;727;782000;1
1500000;728;35000;0
1500000;728;239000;1
1500000;728;16500;1
1500000;728;40000;1
1500000;728;74000;0
1500000;728;125500;1
1500000;729;652300;1
1500000;729;70000;1
1500000;729;80500;1
1500000;729;172600;1
1500000;729;447600;1
1500000;730;25000;1
1500000;730;62500;1
1500000;731;54000;1
1500000;731;-7700;1
1500000;731;25000;1
1500000;731;94700;0
1500000;732;119000;1
1500000;732;37000;1
1500000;732;30900;1
1500000;732;56000;1
1500000;733;38500;0
1500000;733;487700;1
1500000;733;51000;1
1500000;733;70000;1
1500000;733;95500;1
1500000;733;165000;1
1500000;733;380000;0
1500000;734;-8000;0
1500000;734;177400;1
1500000;734;40000;1
1500000;735;35500;0
1500000;735;286200;1
1500000;735;44000;1
1500000;735;86200;1
1500000;735;85200;1
1500000;735;113500;1
1500000;735;268500;1
1500000;735;104000;1
1500000;736;980000;0
1500000;736;954150;1
1500000;736;-30000;1
1500000;736;105300;0
1500000;737;130000;0
1500000;737;140000;1
1500000;737;-7700;1
1500000;738;2234000;1
1500000;739;369200;1
1500000;739;78000;1
1500000;739;76300;1
1500000;740;143000;1
1500000;740;-75100;1
1500000;740;-32400;1
1500000;740;36000;1
1500000;740;148400;1
1500000;740;197000;0
1500000;741;167500;1
1500000;741;-136800;1
1500000;741;113500;1
1500000;742;81400;0
1500000;742;95100;1
1500000;743;241200;1
1500000;743;-83900;1
1500000;743;53200;1
1500000;743;81000;1
1500000;743;40000;1
1500000;744;176000;1
1500000;745;246000;1
1500000;746;45000;1
1500000;746;36500;1
1500000;747;3383300;1
1500000;747;-25400;1
1500000;747;-31300;1
1500000;747;-60000;1
1500000;747;85000;1
1500000;747;38800;1
1500000;748;779000;1
1500000;748;-111100;1
1500000;748;45000;1
1500000;748;180000;1
1500000;748;163540;1
1500000;749;53200;1
1500000;749;-22800;1
1500000;750;246700;1
1500000;750;-32800;1
1500000;751;40000;0
1500000;751;47000;1
1500000;751;25000;1
1500000;751;56000;1
1500000;751;489500;1
1500000;752;56500;1
1500000;752;37200;1
1500000;753;115000;0
1500000;753;1048100;1
1500000;753;-19800;1
1500000;753;-37800;1
1500000;753;-12000;1
1500000;754;0;0
1500000;754;770200;1
1500000;755;64700;0
1500000;755;1500700;1
1500000;756;34300;1
1500000;756;47000;1
1500000;756;144500;1
1500000;757;2253600;0
1500000;757;34500;1
1500000;757;-2000;1
1500000;757;41600;0
1500000;757;39500;1
1500000;757;104000;1
1500000;758;100000;0
1500000;758;177200;1
1500000;758;-13100;1
1500000;758;320000;1
1500000;759;360800;1
1500000;759;-100560;1
1500000;759;11000;1
1500000;759;26600;1
1500000;759;76000;1
1500000;760;-11000;1
1500000;760;34300;1
1500000;760;330000;1
1500000;761;-61900;1
1500000;761;28000;1
1500000;761;50000;1
1500000;761;170000;1
1500000;761;235000;1
1500000;761;845000;1
1500000;762;180600;1
1500000;762;-22800;1
1500000;763;547000;1
1500000;764;213000;1
1500000;764;-73300;1
1500000;765;140000;1
1500000;765;134000;1
1500000;765;203000;1
1500000;766;-23300;1
1500000;766;68500;1
1500000;766;117000;1
1500000;767;870500;1
1500000;767;-25400;1
1500000;767;-100560;1
1500000;767;38800;1
1500000;768;38000;1
1500000;768;51200;1
1500000;769;481000;1
1500000;769;-44800;1
1500000;769;28000;1
1500000;769;50000;1
1500000;769;317000;1
1500000;770;97000;1
1500000;770;-20300;1
1500000;770;144500;1
1500000;771;115000;0
1500000;771;1343200;1
1500000;771;177000;1
1500000;771;161000;1
1500000;771;141500;1
1500000;771;330000;1
1500000;772;229300;1
1500000;772;-44800;1
1500000;773;239600;1
1500000;774;403000;1
1500000;774;31300;1
1500000;774;47000;1
1500000;775;0;0
1500000;775;-18100;1
1500000;775;18200;1
1500000;776;144200;1
1500000;776;28000;1
1500000;776;212300;1
1500000;777;303000;1
1500000;777;230000;1
1500000;778;205000;1
1500000;778;63000;0
1500000;779;892200;1
1500000;779;78400;1
1500000;780;26600;1
1500000;781;169900;1
1500000;781;84000;1
1500000;782;69800;1
1500000;783;5392500;1
1500000;783;-32400;1
1500000;783;26000;1
1500000;785;288900;1
1500000;785;180000;1
1500000;785;141500;1
1500000;788;43700;1
1500000;788;25000;1
1500000;788;54900;0
1500000;789;-45000;1
1500000;790;292000;1
1500000;790;212300;1
1500000;791;46500;1
1500000;791;28000;1
1500000;791;62000;1
1500000;792;104400;1
1500000;793;66000;1
1500000;794;73500;1
1500000;795;80400;1
1500000;796;23900;1
1500000;796;47500;0
1500000;797;-335900;1
1500000;797;45000;1
1500000;798;11200;1
1500000;798;69500;1
1500000;799;3520300;1
1500000;799;-21500;1
1500000;800;47500;0
1500000;800;23000;1
1500000;801;2354000;1
1500000;801;73500;1
1500000;802;65000;1
1500000;803;-16800;1
1500000;804;48000;1
1500000;804;18200;1
1500000;806;35000;1
1500000;807;14600;1
1500000;808;107900;1
1500000;809;69000;1
1500000;810;-20000;1
1500000;811;9829000;1
1500000;813;555000;1
1500000;813;-13100;1
1500000;815;45000;1
1500000;815;23000;1
1500000;816;29200;1
1500000;816;-111100;1
1500000;817;70000;1
1500000;817;177000;1
1500000;818;150000;1
1500000;818;-73300;1
1500000;818;58000;1
1500000;820;230000;1
